,選手名,選手名（英語）,最終所属,ポジション,生年月日,身長/体重,url
6681,依田　光正,Mitsumasa YODA,群馬,DF,1977/08/07,175/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6682,与那城　智希,Tomoki YONASHIRO,琉球,FW,2001/01/25,170/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6683,米倉　恒貴,Koki YONEKURA,千葉,DF,1988/05/17,177/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6684,米倉　誠,Makoto YONEKURA,Ｃ大阪,MF,1970/12/28,176/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6685,米澤　剛志,Takeshi YONEZAWA,大分,DF,1969/02/06,186/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6686,米澤　令衣,Rei YONEZAWA,鹿児島,FW,1996/07/20,175/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6687,米田　隼也,Shunya YONEDA,長崎,DF,1995/11/05,173/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6688,米原　秀亮,Shusuke YONEHARA,松本,MF,1998/04/20,184/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6689,米原　祐,Yu YONEHARA,岩手,DF,1994/08/18,183/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6690,米本　拓司,Takuji YONEMOTO,名古屋,MF,1990/12/03,177/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6691,米山　篤志,Atsushi YONEYAMA,栃木,DF,1976/11/20,180/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6692,米山　智,Satoshi YONEYAMA,横浜Ｆ,MF,1974/06/27,171/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6693,米山　大輔,Daisuke YONEYAMA,Ｃ大阪,MF,1982/06/10,170/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6694,米山　隆一,Ryuichi YONEYAMA,鳥栖,MF,1969/02/18,179/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6695,ヨビチェビッチ,Igor JOVICEVIC,横浜FM,MF,1973/11/30,180/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6696,嫁阪　翔太,Shota YOMESAKA,岩手,MF,1996/10/19,178/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6697,寄井　憲,Ken YORII,甲府,DF,1984/04/26,182/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6698,ヨルディ　バイス,JORDY BUIJS,京都,DF,1988/12/28,186/86,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6699,ヨルン,JEROEN Boere,大宮,FW,1967/11/18,190/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6700,ヨン　ジェミン,YEON Jeimin,鹿児島,DF,1993/05/28,183/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6701,ヨンセン,Frode JOHNSEN,清水,FW,1974/03/17,187/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6702,ヨンソン,Jan Anders JONSSON,神戸,MF,1960/05/24,177/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6703,ライアン　デ　フリース,RYAN DE VRIES,岐阜,FW,1991/09/14,182/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6704,ラウドルップ,Michael LAUDRUP,神戸,MF,1964/06/15,183/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6705,楽山　孝志,Takashi RAKUYAMA,広島,MF,1980/08/11,177/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6706,ラサッド,LASSAD Hassen Nouioui,FC東京,FW,1986/03/08,188/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6707,ラデ,RADE Bogdanovic,千葉,FW,1970/05/21,185/85,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6708,ラデリッチ,Ivan RADELJIC,Ｃ大阪,DF,1980/09/14,190/85,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6709,ラドスラフ　カミンスキー,RADOSLAW KAMINSKI,藤枝,DF,1989/09/28,188/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6710,ラドチェンコ,Dmitry RADCHENKO,磐田,FW,1970/12/02,185/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6711,ラドンチッチ,Dzenan RADONCIC,大分,FW,1983/08/02,193/92,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6712,ラニエリ,RANIELI Jose Cechinato,福岡,MF,1970/12/19,189/83,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6713,ラファエル,RAFAEL Dos Santos Silva,大分,FW,1982/08/27,186/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6714,ラファエル,RAFAEL Marques Mariano,甲府,FW,1983/05/27,190/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6715,ラファエル　シルバ,Rafael Da Silva(RAFAEL SILVA),浦和,FW,1992/04/04,179/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6716,ラファエル　ハットン,Rafael Rogerio Da Silva(RAFAEL RATAO),新潟,FW,1995/11/30,177/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6717,ラファエルソン,RAFAELSON Bezerra Fernandes,仙台,FW,1997/03/30,183/93,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6718,ラフィーニャ（ハファエル）,Rafael Dos Santos De Oliveira(RAFINHA),横浜FM,FW,1987/06/30,172/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6719,ラフリッチ,Klemen LAVRIC,大宮,FW,1981/06/12,190/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6720,ラモス　瑠偉,Ruy RAMOS,東京Ｖ,MF,1957/02/09,181/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6721,ラモン,RAMON Menezes Hubner,東京Ｖ,MF,1972/06/30,170/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6722,ラリベイ,Joaquin Oscar LARRIVEY,千葉,FW,1984/08/20,186/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6723,ランゲラック,Mitchell James LANGERAK,名古屋,GK,1988/08/22,193/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6724,ランジェ,Marcos Antonio Menezes(LANGE),Ｇ大阪,DF,1966/12/18,168/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6725,ラーン,Uwe RAHN,浦和,DF,1962/05/21,184/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6726,リ　ジンヒョク,LEE Junhyuk,相模原,DF,1995/12/20,176/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6727,李　忠成,Tadanari LEE,京都,FW,1985/12/19,182/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6728,李　在根,LEE Chegun,藤枝,GK,1994/02/07,186/90,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6729,李　将吾,Chano RI,岡山,DF,2004/12/30,170/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6730,李　彰剛,LEE Chang Gang,岡山,GK,1984/12/09,187/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6731,李　将樹,RI Changsu,岡山,MF,2001/08/27,168/59,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6732,李　漢宰,RI Han Jae,町田,MF,1982/06/27,173/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6733,李　栄直,LEE Yong Jick,琉球,DF,1991/02/08,187/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6734,リエップ,Rodrigo Sebastian RIEP,福岡,MF,1976/02/20,170/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6735,リカルジーニョ,Ricardo Alexandre Dos Santos(RICARDINHO),柏,MF,1976/06/24,170/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6736,リカルジーニョ,Ricardo Souza Silva(RICARDINHO),川崎Ｆ,MF,1975/11/26,175/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6737,リカルジーニョ,Ricardo Modesto Da Silva(RICARDINHO),札幌,FW,1979/01/20,178/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6738,リカルジーニョ,Ricardo Alves Pereira(RICARDINHO),FC東京,FW,1988/08/08,179/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6739,リカルド,RICARDO Cavalcante Ribeiro,京都,DF,1977/02/23,180/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6740,リカルド,RICARDO,新潟,MF,1973/05/04,175/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6741,リカルド,Jose RICARDO Dos Santos Oliveira,柏,FW,1984/05/19,174/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6742,リカルド,Hamilton RICARD Cuesta,湘南,FW,1974/01/12,186/89,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6743,リカルド　サントス,Ricardo Henrique Da Silva Dos Santos(RICARDO SANTOS),岡山,FW,1987/02/13,187/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6744,リカルド　ロボ,RICARDO LOBO,栃木,FW,1984/05/20,178/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6745,力安　祥伍,Shogo RIKIYASU,金沢,MF,1998/08/22,174/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6746,リチェーリ,RYCHELY Cantanhede De Oliveira,山形,FW,1987/08/06,173/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6747,リチャード　ビチュヘ,RICHARD WITSCHGE,大分,MF,1969/09/20,182/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6748,リッピ　ヴェローゾ,Luiz Felipe Veloso Santos(LIPE VELOSO),FC東京,MF,1997/04/07,179/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6749,リトバルスキー,Pierre LITTBARSKI,仙台,MF,1960/04/16,168/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6750,リナルド,Antonio RINALDO Goncalves,Ｇ大阪,MF,1964/10/31,185/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6751,リネカー,Gary Winston LINEKER,名古屋,FW,1960/11/30,175/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6752,リパティン,Marcelo LIPATIN Lopez,横浜FM,FW,1977/01/28,181/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6753,リャン　キュサ,RYANG Gyu Sa,東京Ｖ,FW,1978/06/03,180/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6754,梁　賢柱,RYANG Hyonju,今治,FW,1998/05/31,173/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6755,梁　勇基,RYANG Yong Gi,鳥栖,MF,1982/01/07,173/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6756,リュウ　ヌグラハ,RYU NUGRAHA,長野,GK,2000/04/06,183/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6757,梁　大翔,RYO Hiroto,岡山,MF,2003/09/02,170/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6758,リンコン,LINCOLN Correa Dos Santos,神戸,FW,2000/12/16,180/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6759,リンコン,Abraao LINCOLN Martins,群馬,FW,1983/06/14,185/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6760,リンジェ　ジャブラニ　アリ,LINJE JABURANI ALI,YS横浜,FW,1994/11/07,178/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6761,リンス,LINS Lima De Brito,FC東京,FW,1987/09/11,172/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6762,林堂　眞,Makoto RINDO,富山,DF,1989/11/21,178/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6763,リンドマール,LINDOMAR Ferreira De Oliveira,新潟,FW,1977/11/20,174/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6764,ルアン,LUAN Madson Gedeao De Pavia,長崎,MF,1990/08/11,170/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6765,ルイジーニョ,Luiz Henrique Vieira(LUIZINHO),Ｇ大阪,MF,1972/02/04,173/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6766,ルイス,Sandro LUIS Zamboni Britzke,甲府,FW,1978/02/20,188/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6767,ルイス,LUIZ Renato Viana Da Silva,川崎Ｆ,FW,1982/01/10,170/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6768,ルイス,Jose LUIZ Drey,湘南,DF,1973/09/23,185/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6769,ルイス　アルベルト,LUIS ALBERTO Santos Dos Santos,鹿島,MF,1983/11/17,183/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6770,ルイス　オヘーダ,Luis Albert Ojeda(LUIS OJEDA),千葉,GK,1990/03/21,183/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6771,ルイゾン,Luiz Carlos Bombonato(LUIZAO),名古屋,FW,1975/11/14,178/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6772,ルカオ,Lucas Marcos Meireles(LUCAO),松本,FW,1995/09/22,191/91,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6773,ルキアン,LUKIAN Araujo de Almeida,磐田,FW,1991/09/21,183/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6774,ルシアノ,LUCIANO Asley Rocha Carlos,大分,MF,1977/06/19,180/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6775,ルシアーノ,LUCIANO Daniel Romero,山口,MF,1993/08/28,173/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6776,ルダン,Mark RUDAN,福岡,DF,1975/08/27,192/92,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6777,ルディ,RUDI Bata,横浜FC,DF,1970/02/13,182/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6778,ルリーニャ,Morais Dos Reis Luiz Marcelo(LULINHA),山形,FW,1990/04/10,170/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6779,ルル,Lubomir Luhovy(LULU),浦和,FW,1967/03/31,184/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6780,ルンメニゲ,Michael RUMMENIGGE,浦和,FW,1964/02/03,176/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6781,ルーカス,LUCAS Carvalho Da Silva,相模原,DF,1996/04/01,174/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6782,ルーカス,LUCAS Vinicius Goncalves Silva,湘南,FW,1991/09/14,184/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6783,ルーカス,LUCAS Severino,FC東京,FW,1979/01/03,183/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6784,ルーカス,LUCAS Coutinho Tavares,相模原,DF,1992/07/10,187/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6785,ルーカス　ガウショ,Lucas De Souza Goncalves(LUCAS GAUCHO),群馬,FW,1991/06/13,184/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6786,ルーカス　ダウベルマン,LUCAS DAUBERMANN,富山,MF,1995/03/18,185/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6787,ルーカス　フェルナンデス,LUCAS FERNANDES,札幌,MF,1994/04/24,174/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6788,ルーカス　ポドルスキ,LUKAS PODOLSKI,神戸,FW,1985/06/04,180/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6789,ルーカス　ミネイロ,Lucas Da Silva Izidoro(LUCAS MINEIRO),Ｃ大阪,MF,1996/02/24,188/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6790,ルーファー,Wynton Alan Whai RUFER,千葉,FW,1962/12/29,181/85,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6791,レ,Leandro Cesar De Sousa(LE),甲府,DF,1979/07/06,188/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6792,レ　コン　ビン,LE CONG VINH,札幌,FW,1985/12/10,171/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6793,レアンドロ,LEANDRO Rodrigues Da Silva,神戸,FW,1985/12/03,177/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6794,レアンドロ,LEANDRO Lessa Azevedo,東京Ｖ,FW,1980/08/13,173/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6795,レアンドロ,LEANDRO Da Fonseca Euzebio,大宮,DF,1981/08/18,187/83,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6796,レアンドロ,LEANDRO Montera Da Silva,東京Ｖ,FW,1985/02/12,176/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6797,レアンドロ,LEANDRO Vilas Boas Simioni,横浜FM,FW,1974/09/29,184/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6798,レアンドロ,Weverson LEANDRO Oliveira Moura,FC東京,MF,1993/05/12,177/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6799,レアンドロ,LEANDRO Rodrigues,大分,FW,1982/01/31,190/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6800,レアンドロ　ダミアン,LEANDRO DAMIAO da Silva dos Santos,川崎Ｆ,FW,1989/07/22,188/90,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6801,レアンドロ　デサバト,Leandro Luis Desabato(LEANDRO DESABATO),Ｃ大阪,MF,1990/03/30,178/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6802,レアンドロ　ドミンゲス,LEANDRO DOMINGUES Barbosa,横浜FC,MF,1983/08/24,173/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6803,レアンドロ　ペレイラ,Leandro Marcos Peruchena Pereira(LEANDRO PEREIRA),Ｇ大阪,FW,1991/07/13,190/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6804,レアンドロ　ヴィエイラ,Leandro Ricardo Vieira(LEANDRO VIEIRA),京都,MF,1979/04/03,178/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6805,レアンドロン,Leandro Costa Miranda(LEANDRAO),神戸,FW,1983/07/18,187/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6806,レイナウド,REINALDO Da Cruz Oliveira,千葉,FW,1979/03/14,187/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6807,レイナルド,REINALDO Goncalves Felix,仙台,FW,1986/04/13,179/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6808,レイバット,Stephen LAYBUTT,湘南,DF,1977/09/03,189/89,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6809,レオ　ケンタ,Leonardo Kenta Hossaka Carlos(LEO KENTA),熊本,DF,2002/04/02,184/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6810,レオ　シルバ,Hugo Leonardo Silva Serejo(LEO SILVA),鹿島,MF,1985/12/24,181/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6811,レオ　セアラ（レオナルド）,LEONARDO De Sousa Pereira(LEO CEARA),横浜FM,FW,1995/02/03,178/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6812,レオ　ミネイロ,Leonardo Henrique Santos De Souza(LEO MINEIRO),今治,FW,1990/03/10,178/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6813,レオジーニョ,Leonard Dos Santos Lima(LEOZINHO),相模原,FW,1991/02/24,168/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6814,レオナルド,LEONARDO Nascimento Lopes De Souza,浦和,FW,1997/05/28,180/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
