,選手名,選手名（英語）,最終所属,ポジション,生年月日,身長/体重,url
24,汰木　康也,Koya YURUKI,浦和,MF,1995/07/03,183/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%86
25,ユン　イルロク,YUN Il Lok,横浜FM,MF,1992/03/07,178/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%86
26,ユン　シンヨン,YOON Shin Young,山口,DF,1987/05/22,183/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%86
27,尹　晶煥,YOON Jong Hwan,鳥栖,MF,1973/02/16,173/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%86
28,ユン　ソギョン,YUN Suk Young,柏,DF,1990/02/13,183/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%86
29,ユン　ソンホ,YOON Seon Ho,讃岐,DF,1995/11/08,192/85,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%86
30,ユン　ソンヨル,YOON Sungyeul,松本,MF,1987/12/22,181/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%86
31,尹　昌洙,YUN Chang Su,岐阜,MF,1991/07/08,178/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%86
32,ユン　ヨンスン,YOUN Youngseong,群馬,MF,1991/08/13,178/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%86
33,ユーリ,YURI Souza Almeida,相模原,FW,1995/05/07,177/86,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%86
34,ユーリッチ,Goran JURIC,横浜FM,DF,1963/02/05,178/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%86
0,余　善文,YU Shanwen,岩手,FW,2000/08/09,180/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
1,ヨ　ソンヘ（ 呂　成海）,YEO Sung Hae,群馬,DF,1987/08/06,187/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
2,余　孝珍,YEO Hyo Jin,栃木,MF,1983/04/25,188/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
3,養日　幹大,Mikio YOKA,川崎Ｆ,DF,1999/04/23,179/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
4,要田　勇一,Yuichi YODA,千葉,FW,1977/06/25,175/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
5,養津　正樹,Masaki YOTSU,札幌,GK,2003/04/09,182/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
6,横内　昭展,Akinobu YOKOUCHI,広島,MF,1967/11/30,174/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
7,横川　旦陽,Asahi YOKOKAWA,鳥取,MF,2002/05/26,175/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
8,横川　泉,Izumi YOKOKAWA,横浜FM,GK,1963/02/25,183/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
9,横関　浩一,Koichi YOKOZEKI,甲府,DF,1979/09/11,181/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
10,横田　大祐,Daisuke YOKOTA,川崎Ｆ,MF,2000/06/15,167/59,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
11,横竹　翔,Tsubasa YOKOTAKE,鳥取,MF,1989/08/30,177/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
12,横谷　繁,Shigeru YOKOTANI,愛媛,MF,1987/05/03,178/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
13,横野　純貴,Junki YOKONO,福島,FW,1989/10/07,183/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
14,横溝　広太,Kota YOKOMIZO,横浜FM,MF,2003/07/04,172/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
15,横山　暁之,Akiyuki YOKOYAMA,藤枝,MF,1997/03/26,171/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
16,横山　歩夢,Ayumu YOKOYAMA,松本,FW,2003/03/04,170/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
17,横山　聡,Satoshi YOKOYAMA,湘南,FW,1980/02/14,173/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
18,横山　翔平,Shohei YOKOYAMA,町田,MF,1993/08/09,172/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
19,横山　序生,Joi YOKOYAMA,鳥取,MF,2001/01/12,170/56,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
20,横山　聡太,Sota YOKOYAMA,名古屋,FW,1998/11/13,163/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
21,横山　貴之,Takayuki YOKOYAMA,清水,FW,1972/12/22,171/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
22,横山　卓司,Takuji YOKOYAMA,八戸,GK,1990/04/19,182/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
23,横山　拓也,Takuya YOKOYAMA,愛媛,FW,1985/06/29,177/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
24,横山　知伸,Tomonobu YOKOYAMA,岐阜,DF,1985/03/18,184/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
25,横山　尚貴,Naoki YOKOYAMA,川崎Ｆ,DF,1998/08/09,167/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
26,横山　博敏,Hirotoshi YOKOYAMA,甲府,MF,1975/05/09,170/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
27,横山　雄次,Yuji YOKOYAMA,大宮,DF,1969/07/06,177/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
28,吉井　孝輔,Kosuke YOSHII,鹿児島,MF,1986/03/19,174/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
29,吉井　直人,Naoto YOSHII,富山,DF,1987/11/30,180/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
30,吉井　佑将,Yusuke YOSHII,鳥取,FW,1995/06/22,180/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
31,吉尾　海夏,Kaina YOSHIO,町田,MF,1998/06/28,168/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
32,喜岡　佳太,Keita YOSHIOKA,長野,DF,1997/10/05,182/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
33,吉岡　航平,Kohei YOSHIOKA,藤枝,MF,1985/04/22,173/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
34,吉岡　聡,Satoshi YOSHIOKA,群馬,MF,1987/07/06,172/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
35,吉岡　秀樹,Hideki YOSHIOKA,横浜Ｆ,DF,1972/06/06,180/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
36,吉岡　雅和,Masakazu YOSHIOKA,福岡,MF,1995/03/09,163/59,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
37,吉川　京輔,Kyosuke YOSHIKAWA,札幌,DF,1978/11/08,182/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
38,吉川　健太,Kenta YOSHIKAWA,富山,MF,1986/05/16,184/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
39,吉川　健太,Kenta YOSHIKAWA,神戸,GK,1996/06/25,176/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
40,吉川　虎王達,Kota YOSHIKAWA,岩手,FW,1997/05/22,172/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
41,吉川　翔梧,Shogo YOSHIKAWA,金沢,MF,1995/04/08,170/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
42,吉川　拓也,Takuya YOSHIKAWA,富山,DF,1988/09/01,186/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
43,吉川　直輝,Naoki YOSHIKAWA,Ｇ大阪,GK,2002/04/21,187/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
44,吉嵜　勝哉,Katsuya YOSHIZAKI,横浜FM,GK,2000/09/27,177/89,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
45,吉崎　弘宣,Hironobu YOSHIZAKI,鳥取,GK,1992/08/24,187/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
46,吉崎　雄亮,Yusuke YOSHIZAKI,甲府,MF,1981/06/12,179/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
47,義澤　将太郎,Shotaro YOSHIZAWA,町田,MF,2003/10/05,175/58,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
48,義澤　侑樹,Yuki YOSHIZAWA,横浜FM,DF,2004/04/14,177/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
49,吉澤　佑哉,Yuya YOSHIZAWA,讃岐,DF,1986/04/20,172/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
50,吉武　剛,Tsuyoshi YOSHITAKE,東京Ｖ,MF,1981/09/08,174/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
51,吉田　明生,Akio YOSHIDA,YS横浜,MF,1986/12/03,170/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
52,吉田　明博,Akihiro YOSHIDA,横浜FC,GK,1975/05/28,183/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
53,吉田　顕清,Akiyoshi YOSHIDA,名古屋,FW,1966/09/08,169/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
54,吉田　晃,Akira YOSHIDA,名古屋,DF,2001/07/09,184/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
55,吉田　伊吹,Ibuki YOSHIDA,秋田,FW,1997/11/01,180/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
56,吉田　和暉,Kazuki YOSHIDA,浦和,DF,2000/12/06,175/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
57,吉田　賢太郎,Kentaro YOSHIDA,水戸,FW,1980/10/05,178/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
58,吉田　光希,Koki YOSHIDA,新潟,DF,1999/05/09,180/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
59,吉田　幸生,Sachio YOSHIDA,広島,FW,1980/04/06,174/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
60,吉田　智志,Satoshi YOSHIDA,熊本,GK,1990/02/10,182/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
61,吉田　悟,Satoru YOSHIDA,甲府,FW,1970/12/18,180/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
62,吉田　峻,Shun YOSHIDA,清水,DF,1999/06/20,173/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
63,吉田　舜,Shun YOSHIDA,大分,GK,1996/11/28,184/83,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
64,吉田　孝行,Takayuki YOSHIDA,神戸,FW,1977/03/14,174/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
65,吉田　達磨,Tatsuma YOSHIDA,山形,MF,1974/06/09,172/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
66,吉田　暢,Toru YOSHIDA,仙台,MF,1965/05/17,177/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
67,吉田　智尚,Tomohisa YOSHIDA,水戸,MF,1984/05/27,170/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
68,吉田　朋恭,Tomoyasu YOSHIDA,山形,DF,1997/09/24,171/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
69,吉田　騎,Naito YOSHIDA,仙台,FW,2002/09/07,171/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
70,吉田　直矢,Naoya YOSHIDA,岩手,MF,1994/12/20,173/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
71,吉田　颯,Hayate YOSHIDA,YS横浜,DF,1992/10/04,170/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
72,吉田　晴稀,Haruki YOSHIDA,愛媛,DF,2001/04/20,177/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
73,吉田　温紀,Haruki YOSHIDA,名古屋,MF,2003/04/29,180/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
74,吉田　光,Hikaru YOSHIDA,山口,DF,2003/02/28,170/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
75,芳田　大将,Hiromasa YOSHIDA,鳥取,FW,2005/07/21,175/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
76,吉田　裕幸,Hiroyuki YOSHIDA,磐田,MF,1969/11/25,163/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
77,吉田　眞紀人,Makito YOSHIDA,愛媛,FW,1992/10/20,181/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
78,吉田　正樹,Masaki YOSHIDA,松本,DF,1984/04/10,171/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
79,吉田　真史,Masafumi YOSHIDA,神戸,MF,1985/09/06,171/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
80,吉田　将也,Masaya YOSHIDA,栃木,MF,1996/10/10,178/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
81,吉田　匡良,Masayoshi YOSHIDA,甲府,DF,1982/08/04,180/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
82,吉田　麻也,Maya YOSHIDA,名古屋,DF,1988/08/24,187/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
83,吉田　光範,Mitsunori YOSHIDA,磐田,DF,1962/03/08,175/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
84,吉田　実成都,Minato YOSHIDA,長野,MF,1992/02/17,171/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
85,吉田　恵,Megumu YOSHIDA,鳥栖,DF,1973/04/13,176/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
86,吉田　宗弘,Motohiro YOSHIDA,福岡,GK,1974/08/25,185/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
87,吉田　安孝,Yasutaka YOSHIDA,広島,DF,1966/11/22,180/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
88,吉田　康弘,Yasuhiro YOSHIDA,岐阜,MF,1969/07/14,172/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
89,吉田　有志,Yuji YOSHIDA,Ｃ大阪,MF,2002/04/22,174/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
90,吉田　雄汰朗,Yutaro YOSHIDA,名古屋,MF,1999/04/19,166/55,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
91,吉田　豊,Yutaka YOSHIDA,名古屋,DF,1990/02/17,167/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
92,吉田　来綺,Raiki YOSHIDA,浦和,MF,2003/05/30,172/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
93,吉富　駿介,Shunsuke YOSHITOMI,徳島,MF,2002/07/25,165/58,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
94,吉永　昇偉,Shoi YOSHINAGA,群馬,DF,2000/04/18,175/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
95,吉永　孝政,Takamasa YOSHINAGA,山口,DF,2000/12/20,176/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
96,吉永　大志,Hiroshi YOSHINAGA,福島,MF,1996/10/14,173/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
97,吉長　真優,Mahiro YOSHINAGA,磐田,FW,2002/03/20,174/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
98,吉成　浩司,Koji YOSHINARI,Ｇ大阪,MF,1974/05/19,174/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
99,吉馴　空矢,Takaya YOSHINARE,讃岐,MF,2001/06/07,168/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
100,吉野　恭平,Kyohei YOSHINO,仙台,DF,1994/11/08,182/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
101,吉野　峻光,Takamitsu YOSHINO,甲府,MF,1989/04/24,176/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
102,吉野　智行,Tomoyuki YOSHINO,鳥取,MF,1980/07/09,178/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
103,吉野　裕太郎,Yutaro YOSHINO,YS横浜,DF,1996/10/18,180/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
104,吉野　喜貴,Yoshiki YOSHINO,YS横浜,MF,1988/11/08,174/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
105,吉濱　遼平,Ryohei YOSHIHAMA,岐阜,MF,1992/10/24,172/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
106,吉原　宏太,Kota YOSHIHARA,水戸,FW,1978/02/02,170/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
107,吉原　秀祐,Shusuke YOSHIHARA,新潟,FW,1999/06/02,174/59,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
108,吉原　慎也,Shinya YOSHIHARA,柏,GK,1978/04/19,185/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
109,吉原　正人,Masato YOSHIHARA,福岡,FW,1991/10/27,188/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
110,吉平　翼,Tsubasa YOSHIHIRA,富山,FW,1998/01/05,172/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
111,吉弘　充志,Mitsuyuki YOSHIHIRO,東京Ｖ,DF,1985/05/04,182/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
112,吉丸　絢梓,Kenshin YOSHIMARU,北九州,GK,1996/03/27,183/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
113,吉見　一星,Issei YOSHIMI,山形,MF,1982/06/16,178/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
114,吉満　大介,Daisuke YOSHIMITSU,山口,GK,1993/02/21,187/85,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
115,吉村　銀河,Ginga YOSHIMURA,福岡,DF,2001/06/10,174/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
116,吉村　圭司,Keiji YOSHIMURA,愛媛,MF,1979/08/08,176/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
117,吉村　耕一,Koichi YOSHIMURA,鹿児島,GK,2003/06/20,187/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
118,吉村　光示,Koji YOSHIMURA,岐阜,DF,1976/04/13,176/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
119,吉村　寿洋,Toshihiro YOSHIMURA,大分,DF,1971/06/28,175/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
120,吉村　弦,Yuzuru YOSHIMURA,長野,DF,1996/05/21,173/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
121,吉村　伶雄,Reo YOSHIMURA,鹿児島,MF,2004/10/13,172/59,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
122,吉本　淳,Atsushi YOSHIMOTO,群馬,FW,1982/01/14,177/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
123,吉本　一謙,Kazunori YOSHIMOTO,清水,DF,1988/04/24,185/83,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
124,吉本　空雅,Kuga YOSHIMOTO,山口,GK,2004/05/22,183/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
125,吉本　岳史,Takafumi YOSHIMOTO,横浜FC,DF,1978/05/13,180/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
126,吉本　勇気,Yuki YOSHIMOTO,鳥取,FW,2001/04/13,167/58,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
127,依田　光正,Mitsumasa YODA,群馬,DF,1977/08/07,175/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
128,与那城　智希,Tomoki YONASHIRO,琉球,FW,2001/01/25,170/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
